date,product_type,price_per_ton,volume,destination_country,market_indicator
2023-07-20,CITRUS_FRUITS,"1175,46","109,98",France,VOLATILE
2024-03-30,OLIVE_OIL,"3977,25","153,98",France,FALLING
2025-11-05,CITRUS_FRUITS,"1050,22","195,47",Germany,UNPREDICTABLE
2024-09-17,OLIVE_OIL,"3574,31","89,87",France,VOLATILE
2024-04-04,OLIVE_OIL,"3571,42","57,98",France,FALLING
2025-09-06,CITRUS_FRUITS,"1124,58","89,97",France,RISING
2024-09-21,CITRUS_FRUITS,"1302,76","156,80",Germany,UNPREDICTABLE
2023-06-06,WHEAT,"879,50","119,25",Germany,VOLATILE
2023-12-17,CITRUS_FRUITS,"1364,93","131,30",Germany,VOLATILE
2025-05-15,WHEAT,"887,94","121,41",Germany,RISING
2024-10-22,WHEAT,"839,75","51,00",France,RISING
2024-06-24,OLIVE_OIL,"3835,64","145,68",France,FALLING
2023-08-31,CITRUS_FRUITS,"1120,12","120,05",Germany,STABLE
2023-03-24,OLIVE_OIL,"3353,27","72,14",Germany,RISING
2024-08-22,DATES,"2168,35","158,64",France,STABLE
2024-07-03,OLIVE_OIL,"3876,65","126,55",Germany,STABLE
2025-10-26,OLIVE_OIL,"3270,42","71,06",France,UNPREDICTABLE
2025-10-08,CITRUS_FRUITS,"1143,97","113,67",France,UNPREDICTABLE
2023-07-16,WHEAT,"826,04","148,13",France,UNPREDICTABLE
2024-04-04,CITRUS_FRUITS,"1104,54","134,99",France,STABLE
2024-06-09,OLIVE_OIL,"3296,73","88,84",France,STABLE
2025-04-24,DATES,"2637,87","194,83",France,FALLING
2023-05-08,DATES,"2459,09","163,61",Germany,FALLING
2023-08-03,DATES,"2263,93","185,85",France,FALLING
2025-09-21,OLIVE_OIL,"3537,25","179,29",France,VOLATILE
2025-12-01,CITRUS_FRUITS,"1499,76","132,82",Germany,RISING
2023-03-25,CITRUS_FRUITS,"1424,57","193,18",France,STABLE
2023-11-29,DATES,"2510,34","160,70",Germany,RISING
2024-12-04,DATES,"2764,12","61,17",France,FALLING
2025-03-28,DATES,"2781,75","140,91",France,UNPREDICTABLE
2025-08-10,WHEAT,"800,60","192,39",Germany,STABLE
2024-09-10,DATES,"2005,15","56,87",Germany,RISING
2024-01-15,CITRUS_FRUITS,"1497,37","70,35",France,RISING
2025-08-30,DATES,"2319,97","67,58",Germany,FALLING
2023-08-07,WHEAT,"790,01","138,01",Germany,STABLE
2025-04-17,OLIVE_OIL,"3196,42","185,48",France,UNPREDICTABLE
2024-01-18,DATES,"2561,87","81,83",France,VOLATILE
2024-01-30,OLIVE_OIL,"3493,96","122,19",Germany,VOLATILE
2023-06-26,CITRUS_FRUITS,"1246,67","87,07",Germany,UNPREDICTABLE
2024-11-28,CITRUS_FRUITS,"1240,42","193,52",Germany,RISING
2024-06-30,CITRUS_FRUITS,"1031,33","124,56",France,UNPREDICTABLE
2024-02-06,DATES,"2349,80","162,24",France,RISING
2024-11-21,CITRUS_FRUITS,"1392,87","166,16",France,STABLE
2023-10-22,OLIVE_OIL,"3015,03","134,99",Germany,RISING
2023-09-10,OLIVE_OIL,"3686,47","64,01",France,RISING
2024-09-30,OLIVE_OIL,"3225,64","167,04",Germany,RISING
2023-01-13,CITRUS_FRUITS,"1017,31","116,02",France,VOLATILE
2024-09-27,CITRUS_FRUITS,"1140,37","65,96",Germany,FALLING
2024-01-21,OLIVE_OIL,"3421,82","77,49",Germany,STABLE
2025-06-11,DATES,"2881,33","173,05",France,UNPREDICTABLE
2023-11-12,CITRUS_FRUITS,"1417,83","116,41",Germany,STABLE
2025-10-25,DATES,"2904,02","188,74",France,FALLING
2023-12-15,WHEAT,"828,40","197,30",Germany,UNPREDICTABLE
2023-03-20,CITRUS_FRUITS,"1066,00","195,57",France,VOLATILE
2025-11-29,OLIVE_OIL,"3635,65","116,21",France,STABLE
2024-04-14,WHEAT,"745,63","120,07",France,VOLATILE
2024-12-21,WHEAT,"813,96","196,60",France,UNPREDICTABLE
2023-06-17,OLIVE_OIL,"3485,61","62,13",Germany,RISING
2023-08-25,CITRUS_FRUITS,"1411,95","143,86",Germany,RISING
2024-03-05,DATES,"2140,77","58,27",Germany,VOLATILE
2023-07-12,DATES,"2120,87","193,10",France,RISING
2023-11-28,OLIVE_OIL,"3284,23","132,26",France,STABLE
2023-06-06,CITRUS_FRUITS,"1226,42","173,02",France,FALLING
2025-02-27,WHEAT,"830,89","174,51",Germany,UNPREDICTABLE
2025-07-06,OLIVE_OIL,"3626,44","95,49",Germany,STABLE
2025-10-09,DATES,"2849,40","128,86",France,UNPREDICTABLE
2025-09-29,WHEAT,"717,47","68,54",Germany,STABLE
2024-12-12,WHEAT,"848,32","102,98",Germany,UNPREDICTABLE
2024-03-26,DATES,"2934,42","67,63",France,STABLE
2024-08-15,CITRUS_FRUITS,"1065,67","56,09",France,FALLING
2023-07-07,CITRUS_FRUITS,"1141,61","137,64",France,VOLATILE
2023-10-26,DATES,"2923,26","105,23",France,RISING
2025-11-08,WHEAT,"777,96","135,57",Germany,FALLING
2025-11-15,OLIVE_OIL,"3362,01","128,76",France,FALLING
2025-09-19,OLIVE_OIL,"3194,06","111,46",Germany,FALLING
2025-07-02,WHEAT,"722,26","83,38",France,STABLE
2023-09-08,WHEAT,"738,73","62,32",France,VOLATILE
2024-10-03,OLIVE_OIL,"3212,16","88,24",France,STABLE
2025-01-09,CITRUS_FRUITS,"1403,86","81,82",France,UNPREDICTABLE
2025-11-24,CITRUS_FRUITS,"1102,60","117,49",Germany,RISING
2023-11-01,OLIVE_OIL,"3641,45","165,34",France,UNPREDICTABLE
2023-06-03,CITRUS_FRUITS,"1476,12","79,92",France,UNPREDICTABLE
2025-05-08,OLIVE_OIL,"3311,11","168,23",Germany,FALLING
2025-03-15,DATES,"2942,29","51,86",Germany,VOLATILE
2023-12-27,CITRUS_FRUITS,"1369,91","151,87",France,UNPREDICTABLE
2024-11-02,DATES,"2117,21","167,18",Germany,RISING
2023-12-25,WHEAT,"716,85","190,26",Germany,RISING
2025-09-06,OLIVE_OIL,"3502,04","155,40",France,FALLING
2023-02-14,CITRUS_FRUITS,"1351,25","97,01",France,FALLING
2024-04-03,CITRUS_FRUITS,"1087,65","56,86",Germany,STABLE
2025-08-20,OLIVE_OIL,"3823,03","170,11",Germany,UNPREDICTABLE
2024-02-17,OLIVE_OIL,"3364,29","80,98",Germany,VOLATILE
2023-02-02,WHEAT,"865,03","189,59",France,FALLING
2023-04-25,WHEAT,"840,13","161,33",France,VOLATILE
2023-05-07,OLIVE_OIL,"3290,95","90,45",France,UNPREDICTABLE
2023-11-17,CITRUS_FRUITS,"1460,63","98,88",France,FALLING
2024-12-14,WHEAT,"747,80","70,77",Germany,RISING
2024-12-25,DATES,"2549,75","171,96",Germany,RISING
2023-05-01,OLIVE_OIL,"3199,83","182,61",France,FALLING
2023-08-06,DATES,"2343,61","179,20",Germany,VOLATILE
2025-06-28,OLIVE_OIL,"3043,49","90,46",France,FALLING
2025-01-20,CITRUS_FRUITS,"1271,05","169,24",Germany,STABLE
2024-03-22,DATES,"2719,27","169,95",France,VOLATILE
2024-08-27,CITRUS_FRUITS,"1100,17","148,28",Germany,FALLING
2023-04-25,WHEAT,"763,55","56,49",Germany,VOLATILE
2024-12-26,WHEAT,"728,87","144,32",Germany,FALLING
2024-12-22,OLIVE_OIL,"3115,20","91,57",Germany,VOLATILE
2023-09-17,DATES,"2332,58","94,20",Germany,FALLING
2024-11-19,OLIVE_OIL,"3510,96","51,54",Germany,UNPREDICTABLE
2023-03-02,CITRUS_FRUITS,"1329,36","107,18",Germany,UNPREDICTABLE
2025-05-09,DATES,"2017,18","81,27",Germany,FALLING
2025-04-09,WHEAT,"796,26","196,30",France,FALLING
2023-12-20,WHEAT,"842,37","92,90",Germany,VOLATILE
2023-09-18,DATES,"2415,04","106,20",France,VOLATILE
2024-11-11,CITRUS_FRUITS,"1407,34","76,77",Germany,UNPREDICTABLE
2025-12-05,CITRUS_FRUITS,"1084,49","53,64",Germany,STABLE
2025-01-02,CITRUS_FRUITS,"1148,32","59,92",Germany,STABLE
2024-03-18,DATES,"2466,95","84,35",France,FALLING
2023-06-22,DATES,"2682,32","134,21",France,STABLE
2023-04-05,OLIVE_OIL,"3335,07","137,59",France,RISING
2025-01-24,DATES,"2456,45","114,33",Germany,FALLING
2023-06-06,OLIVE_OIL,"3291,79","96,87",Germany,UNPREDICTABLE
2024-06-21,CITRUS_FRUITS,"1366,92","72,97",France,UNPREDICTABLE
2023-04-19,OLIVE_OIL,"3225,45","193,38",France,FALLING
2024-04-12,DATES,"2103,19","188,22",France,UNPREDICTABLE
2023-07-30,WHEAT,"898,91","65,48",France,VOLATILE
2025-07-12,WHEAT,"861,03","175,65",Germany,STABLE
2025-03-13,CITRUS_FRUITS,"1017,91","65,72",France,RISING
2023-08-02,WHEAT,"830,89","114,92",Germany,VOLATILE
2023-05-09,OLIVE_OIL,"3515,58","194,06",Germany,RISING
2023-03-09,DATES,"2366,34","168,50",France,VOLATILE
2025-03-07,OLIVE_OIL,"3808,89","173,35",Germany,STABLE
2024-12-07,CITRUS_FRUITS,"1098,79","177,52",Germany,RISING
2023-09-15,WHEAT,"768,48","170,97",France,STABLE
2023-01-03,DATES,"2062,22","156,92",Germany,FALLING
2025-01-10,WHEAT,"717,10","57,74",Germany,VOLATILE
2025-02-06,DATES,"2532,10","50,29",Germany,UNPREDICTABLE
2024-10-24,OLIVE_OIL,"3225,25","82,79",Germany,VOLATILE
2025-04-11,OLIVE_OIL,"3382,27","141,40",France,UNPREDICTABLE
2025-06-27,CITRUS_FRUITS,"1404,93","180,72",France,FALLING
2023-12-17,WHEAT,"818,34","107,80",France,VOLATILE
2025-06-19,WHEAT,"779,31","114,60",France,FALLING
2024-01-13,WHEAT,"891,83","138,63",France,STABLE
2025-02-14,DATES,"2988,24","146,17",France,UNPREDICTABLE
2024-12-08,DATES,"2744,56","76,80",Germany,VOLATILE
2024-04-07,WHEAT,"858,90","161,83",France,RISING
2023-03-07,DATES,"2996,16","82,93",Germany,FALLING
2023-03-26,WHEAT,"820,41","170,73",France,RISING
2024-03-16,WHEAT,"794,60","55,95",Germany,FALLING
2023-08-28,OLIVE_OIL,"3790,07","178,60",Germany,UNPREDICTABLE
2024-04-07,OLIVE_OIL,"3323,86","182,97",France,STABLE
2025-08-12,OLIVE_OIL,"3274,61","178,54",France,RISING
2025-01-25,CITRUS_FRUITS,"1465,89","78,23",Germany,RISING
2024-11-20,OLIVE_OIL,"3918,65","137,56",France,VOLATILE
2024-08-27,CITRUS_FRUITS,"1292,61","158,70",Germany,STABLE
2025-07-13,CITRUS_FRUITS,"1095,85","194,96",Germany,RISING
2024-12-03,WHEAT,"877,06","91,20",France,STABLE
2024-02-10,WHEAT,"722,97","126,33",France,STABLE
2023-09-09,DATES,"2049,90","133,61",Germany,FALLING
2023-02-21,DATES,"2776,24","164,40",France,RISING
2024-01-02,OLIVE_OIL,"3524,02","129,99",Germany,VOLATILE
2023-04-13,OLIVE_OIL,"3951,77","55,37",France,RISING
2023-01-15,CITRUS_FRUITS,"1278,74","107,24",France,FALLING
2025-10-30,CITRUS_FRUITS,"1308,42","167,07",France,VOLATILE
2025-09-15,WHEAT,"831,86","158,07",France,VOLATILE
2025-04-29,WHEAT,"776,75","102,45",Germany,RISING
2025-09-05,OLIVE_OIL,"3089,39","182,96",France,RISING
2025-07-04,WHEAT,"730,02","59,85",Germany,RISING
2023-05-20,CITRUS_FRUITS,"1398,78","100,83",France,STABLE
2025-10-18,CITRUS_FRUITS,"1246,71","168,58",Germany,FALLING
2023-09-12,DATES,"2469,97","126,07",France,STABLE
2024-08-14,WHEAT,"819,40","116,10",France,UNPREDICTABLE
2025-01-13,WHEAT,"818,64","146,85",France,UNPREDICTABLE
2025-07-24,OLIVE_OIL,"3742,31","70,52",Germany,FALLING
2023-05-11,OLIVE_OIL,"3696,28","127,07",Germany,VOLATILE
2025-03-30,WHEAT,"830,60","189,57",France,VOLATILE
2025-11-17,OLIVE_OIL,"3180,37","192,06",Germany,VOLATILE
2024-05-19,OLIVE_OIL,"3225,62","94,80",France,STABLE
2022-12-28,CITRUS_FRUITS,"1198,44","145,33",France,VOLATILE
2023-09-12,CITRUS_FRUITS,"1216,17","177,24",France,UNPREDICTABLE
2025-03-28,CITRUS_FRUITS,"1441,81","151,54",France,VOLATILE
2023-07-02,WHEAT,"786,15","188,19",Germany,FALLING
2024-07-08,WHEAT,"883,90","157,92",Germany,VOLATILE
2024-04-15,DATES,"2165,91","56,31",France,STABLE
2024-03-16,WHEAT,"861,54","164,24",France,RISING
2025-06-19,OLIVE_OIL,"3999,78","109,85",Germany,VOLATILE
2025-07-30,OLIVE_OIL,"3547,69","188,80",Germany,VOLATILE
2025-07-26,WHEAT,"730,65","170,08",Germany,FALLING
2024-08-01,CITRUS_FRUITS,"1403,00","165,32",France,RISING
2025-01-15,DATES,"2995,89","169,81",Germany,FALLING
2023-04-01,CITRUS_FRUITS,"1173,09","193,25",Germany,RISING
2025-04-12,DATES,"2468,44","187,96",France,VOLATILE
2024-09-30,DATES,"2327,91","101,41",Germany,RISING
2025-12-20,OLIVE_OIL,"3173,60","79,15",France,UNPREDICTABLE
2025-10-29,DATES,"2135,40","172,54",France,VOLATILE
2023-07-21,CITRUS_FRUITS,"1459,86","114,41",Germany,FALLING
2024-03-29,WHEAT,"829,07","113,52",Germany,RISING
2025-07-08,CITRUS_FRUITS,"1376,51","186,59",France,RISING
2025-08-05,DATES,"2094,70","143,94",France,STABLE
2025-10-07,DATES,"2763,26","122,01",France,VOLATILE
2023-06-04,OLIVE_OIL,"3957,93","162,80",France,FALLING
2023-11-17,CITRUS_FRUITS,"1098,98","76,64",Germany,RISING
2025-05-21,CITRUS_FRUITS,"1247,31","190,94",Germany,STABLE
2025-07-06,WHEAT,"834,13","183,45",Germany,RISING
2023-10-29,OLIVE_OIL,"3877,04","74,05",Germany,STABLE
2025-10-17,OLIVE_OIL,"3497,89","154,27",France,STABLE
2025-09-25,OLIVE_OIL,"3057,96","68,79",Germany,UNPREDICTABLE
2025-02-08,OLIVE_OIL,"3450,46","177,62",France,RISING
2023-02-28,OLIVE_OIL,"3789,06","72,00",Germany,STABLE
2024-09-16,CITRUS_FRUITS,"1226,95","141,12",Germany,FALLING
2025-01-14,OLIVE_OIL,"3449,81","90,31",Germany,RISING
2023-05-08,OLIVE_OIL,"3023,46","94,68",France,STABLE
2025-06-23,DATES,"2597,23","85,37",France,UNPREDICTABLE
2025-08-20,CITRUS_FRUITS,"1234,27","108,22",France,STABLE
2025-03-22,CITRUS_FRUITS,"1198,24","66,91",France,STABLE
2023-12-12,WHEAT,"730,41","115,14",France,VOLATILE
2025-10-12,WHEAT,"768,52","143,71",France,UNPREDICTABLE
2025-05-09,CITRUS_FRUITS,"1169,74","70,21",Germany,RISING
2024-05-28,WHEAT,"886,67","129,98",France,UNPREDICTABLE
2023-03-07,DATES,"2423,29","188,05",France,STABLE
2024-09-10,WHEAT,"740,75","141,98",France,UNPREDICTABLE
2025-08-20,WHEAT,"811,45","166,12",France,VOLATILE
2025-08-12,DATES,"2281,62","57,49",Germany,RISING
2024-04-10,OLIVE_OIL,"3986,21","83,10",Germany,RISING
2023-06-11,WHEAT,"775,10","97,95",France,STABLE
2025-05-20,OLIVE_OIL,"3606,66","151,69",France,STABLE
2023-02-02,CITRUS_FRUITS,"1426,93","180,87",France,FALLING
2024-04-08,WHEAT,"808,52","141,82",Germany,UNPREDICTABLE
2023-02-22,DATES,"2326,60","77,34",Germany,RISING
2023-04-27,CITRUS_FRUITS,"1386,21","78,12",France,VOLATILE
2024-07-08,CITRUS_FRUITS,"1444,34","197,19",France,FALLING
2024-09-27,OLIVE_OIL,"3091,95","102,76",France,FALLING
2024-11-07,OLIVE_OIL,"3936,07","161,74",France,STABLE
2024-12-06,WHEAT,"889,67","132,45",France,VOLATILE
2025-07-11,WHEAT,"742,83","161,57",France,UNPREDICTABLE
2025-04-24,WHEAT,"886,08","125,75",France,FALLING
2024-11-30,WHEAT,"701,75","84,33",Germany,STABLE
2024-07-03,CITRUS_FRUITS,"1475,31","164,43",Germany,FALLING
2025-04-05,WHEAT,"828,02","134,93",Germany,UNPREDICTABLE
2023-11-12,WHEAT,"780,66","190,11",Germany,UNPREDICTABLE
2024-07-14,OLIVE_OIL,"3669,55","108,32",Germany,UNPREDICTABLE
2023-07-22,CITRUS_FRUITS,"1417,56","174,86",Germany,FALLING
2025-02-10,CITRUS_FRUITS,"1239,76","61,94",France,RISING
2025-09-11,WHEAT,"882,39","191,94",Germany,STABLE
2023-06-17,DATES,"2136,70","73,23",Germany,RISING
2024-08-29,CITRUS_FRUITS,"1359,15","190,53",Germany,VOLATILE
2025-01-25,DATES,"2698,62","104,28",France,STABLE
2025-10-15,WHEAT,"834,78","65,41",France,STABLE
2024-01-14,WHEAT,"774,77","133,87",Germany,VOLATILE
2023-09-02,CITRUS_FRUITS,"1301,17","50,64",France,VOLATILE
2025-03-19,CITRUS_FRUITS,"1097,98","154,18",France,VOLATILE
2023-03-09,WHEAT,"847,55","153,08",Germany,VOLATILE
2023-02-19,DATES,"2121,20","117,18",France,FALLING
2023-09-24,DATES,"2703,87","79,76",Germany,UNPREDICTABLE
2023-06-10,OLIVE_OIL,"3710,46","103,22",France,FALLING
2024-03-09,OLIVE_OIL,"3751,18","100,21",France,VOLATILE
2025-02-06,OLIVE_OIL,"3805,27","121,72",France,FALLING
2023-02-24,DATES,"2786,92","172,31",France,UNPREDICTABLE
2025-02-27,WHEAT,"871,65","191,41",Germany,STABLE
2025-03-16,WHEAT,"896,67","98,18",Germany,STABLE
2025-09-30,DATES,"2827,91","185,11",Germany,FALLING
2025-11-29,WHEAT,"899,90","63,53",France,VOLATILE
2025-03-17,WHEAT,"859,69","161,54",France,STABLE
2024-03-04,WHEAT,"720,21","51,84",Germany,UNPREDICTABLE
2024-09-04,CITRUS_FRUITS,"1366,99","144,04",Germany,RISING
2023-06-19,CITRUS_FRUITS,"1357,15","112,05",France,RISING
2025-08-26,OLIVE_OIL,"3028,02","143,78",Germany,FALLING
2025-12-03,DATES,"2198,64","195,93",Germany,RISING
2023-01-19,WHEAT,"851,61","62,24",Germany,STABLE
2024-01-11,WHEAT,"874,63","118,90",France,RISING
2023-08-05,DATES,"2805,21","195,62",France,UNPREDICTABLE
2023-06-26,CITRUS_FRUITS,"1291,08","85,49",Germany,STABLE
2024-05-25,DATES,"2249,85","101,06",Germany,VOLATILE
2024-04-13,DATES,"2335,37","158,11",France,FALLING
2025-05-07,DATES,"2702,17","72,02",Germany,VOLATILE
2023-02-12,CITRUS_FRUITS,"1403,55","85,38",Germany,UNPREDICTABLE
2023-06-15,DATES,"2478,99","57,99",Germany,VOLATILE
2025-10-06,OLIVE_OIL,"3730,30","193,77",Germany,VOLATILE
2025-06-09,WHEAT,"857,27","50,83",France,RISING
2025-04-02,DATES,"2470,28","183,68",France,RISING
2023-01-13,OLIVE_OIL,"3318,07","147,79",France,STABLE
2024-08-11,WHEAT,"762,67","58,69",Germany,STABLE
2025-07-24,CITRUS_FRUITS,"1465,40","188,56",Germany,VOLATILE
2024-04-14,WHEAT,"751,09","104,27",Germany,UNPREDICTABLE
2024-02-04,WHEAT,"761,03","101,50",France,UNPREDICTABLE
2025-04-25,WHEAT,"765,23","169,51",Germany,UNPREDICTABLE
2025-09-01,WHEAT,"850,70","181,30",France,STABLE
2023-03-09,OLIVE_OIL,"3732,85","193,30",France,VOLATILE
2023-02-03,CITRUS_FRUITS,"1292,39","108,19",France,STABLE
2024-03-30,OLIVE_OIL,"3360,68","53,38",Germany,FALLING
2024-12-21,DATES,"2685,48","56,07",France,STABLE
2024-01-19,WHEAT,"782,57","154,77",Germany,FALLING
2023-07-15,CITRUS_FRUITS,"1114,16","74,52",France,VOLATILE
2025-03-08,WHEAT,"745,44","161,12",France,UNPREDICTABLE
2025-05-24,CITRUS_FRUITS,"1333,87","117,27",France,FALLING
2023-06-29,OLIVE_OIL,"3553,27","60,13",France,RISING
2024-09-17,CITRUS_FRUITS,"1216,38","126,95",Germany,UNPREDICTABLE
2024-08-20,OLIVE_OIL,"3826,04","141,98",France,UNPREDICTABLE
2023-06-26,CITRUS_FRUITS,"1488,70","73,58",Germany,RISING
2025-07-24,DATES,"2220,60","106,80",Germany,FALLING
2024-02-22,OLIVE_OIL,"3098,68","181,92",Germany,UNPREDICTABLE
2023-04-11,OLIVE_OIL,"3523,44","104,85",France,RISING
2023-12-14,OLIVE_OIL,"3682,44","119,96",France,FALLING
2024-11-26,DATES,"2105,37","100,87",France,RISING
2024-02-09,CITRUS_FRUITS,"1143,55","158,62",Germany,STABLE
2024-11-27,OLIVE_OIL,"3531,17","141,00",Germany,UNPREDICTABLE
2025-01-26,CITRUS_FRUITS,"1112,76","150,07",Germany,FALLING
2024-04-30,OLIVE_OIL,"3591,21","88,71",France,VOLATILE
2024-03-05,WHEAT,"711,04","159,64",France,VOLATILE
2023-02-11,WHEAT,"858,03","133,38",Germany,VOLATILE
2025-05-31,DATES,"2636,66","173,86",Germany,STABLE
2025-08-09,DATES,"2577,83","112,65",Germany,RISING
2025-03-13,OLIVE_OIL,"3170,85","94,37",Germany,UNPREDICTABLE
2025-11-12,DATES,"2857,81","77,44",Germany,RISING
2024-06-24,CITRUS_FRUITS,"1437,39","65,50",Germany,FALLING
2025-08-24,CITRUS_FRUITS,"1279,03","65,66",France,VOLATILE
2024-06-26,WHEAT,"741,27","170,14",France,RISING
2025-10-15,DATES,"2299,71","88,43",France,RISING
2024-05-09,CITRUS_FRUITS,"1399,11","66,57",Germany,VOLATILE
2024-09-09,DATES,"2448,56","170,06",Germany,VOLATILE
2025-01-12,CITRUS_FRUITS,"1255,35","76,18",Germany,VOLATILE
2023-04-14,DATES,"2084,60","170,29",France,RISING
2024-07-13,OLIVE_OIL,"3264,17","169,47",France,RISING
2025-07-17,CITRUS_FRUITS,"1337,36","55,30",Germany,FALLING
2023-01-10,DATES,"2560,96","85,34",France,STABLE
2024-01-10,DATES,"2483,76","120,96",France,RISING
2025-03-21,DATES,"2856,88","106,17",France,STABLE
2023-08-28,DATES,"2009,15","109,66",France,STABLE
2024-02-20,CITRUS_FRUITS,"1096,30","98,56",France,FALLING
2023-12-15,DATES,"2974,04","99,35",France,VOLATILE
2023-10-23,OLIVE_OIL,"3744,98","167,23",France,VOLATILE
2023-06-26,CITRUS_FRUITS,"1332,19","81,10",Germany,RISING
2025-09-06,OLIVE_OIL,"3208,60","157,13",France,VOLATILE
2023-01-05,DATES,"2644,91","128,74",France,FALLING
2023-07-10,CITRUS_FRUITS,"1083,75","76,02",Germany,FALLING
2023-06-13,OLIVE_OIL,"3139,25","102,01",Germany,FALLING
2023-09-03,WHEAT,"873,50","97,74",Germany,VOLATILE
2023-05-15,WHEAT,"821,87","111,70",Germany,UNPREDICTABLE
2024-02-04,CITRUS_FRUITS,"1024,48","193,32",France,RISING
2025-07-06,CITRUS_FRUITS,"1159,65","163,10",France,RISING
2024-01-27,OLIVE_OIL,"3750,44","75,27",Germany,FALLING
2024-06-18,CITRUS_FRUITS,"1459,36","131,57",Germany,UNPREDICTABLE
2023-11-30,DATES,"2243,23","177,10",Germany,RISING
2023-08-24,DATES,"2331,02","61,20",Germany,STABLE
2024-01-14,CITRUS_FRUITS,"1253,48","78,39",Germany,VOLATILE
2025-08-14,CITRUS_FRUITS,"1240,71","65,50",Germany,VOLATILE
2024-03-18,CITRUS_FRUITS,"1453,21","122,63",Germany,STABLE
2025-08-11,CITRUS_FRUITS,"1325,06","196,19",Germany,VOLATILE
2025-03-29,DATES,"2979,84","162,90",France,VOLATILE
2023-07-24,WHEAT,"797,12","83,89",Germany,FALLING
2024-09-06,CITRUS_FRUITS,"1249,31","57,84",France,STABLE
2023-05-12,OLIVE_OIL,"3963,51","141,85",France,RISING
2025-06-22,CITRUS_FRUITS,"1104,40","127,85",Germany,VOLATILE
2024-04-01,WHEAT,"865,14","161,48",France,FALLING
2024-11-20,DATES,"2914,46","118,97",France,FALLING
2025-02-24,CITRUS_FRUITS,"1142,70","165,85",France,RISING
2025-08-07,WHEAT,"862,61","59,47",France,RISING
2025-11-25,DATES,"2032,82","174,92",France,VOLATILE
2025-12-15,WHEAT,"748,56","131,48",France,FALLING
2023-11-18,CITRUS_FRUITS,"1413,55","73,65",France,UNPREDICTABLE
2024-02-02,WHEAT,"750,56","167,80",France,RISING
2025-02-23,CITRUS_FRUITS,"1104,58","61,80",Germany,UNPREDICTABLE
2024-08-06,DATES,"2655,10","171,20",Germany,STABLE
2024-05-31,OLIVE_OIL,"3120,94","101,48",France,VOLATILE
2025-11-24,CITRUS_FRUITS,"1234,89","141,20",Germany,FALLING
2025-02-24,DATES,"2466,23","116,32",Germany,RISING
2023-05-02,DATES,"2922,75","80,86",France,VOLATILE
2025-07-23,OLIVE_OIL,"3897,90","183,36",Germany,UNPREDICTABLE
2023-05-03,WHEAT,"781,28","193,50",France,UNPREDICTABLE
2024-10-26,OLIVE_OIL,"3367,10","146,41",Germany,UNPREDICTABLE
2025-06-04,WHEAT,"712,69","116,75",Germany,RISING
2023-06-09,WHEAT,"743,85","67,11",France,VOLATILE
2023-06-18,DATES,"2904,04","129,05",Germany,RISING
2024-12-27,WHEAT,"874,47","117,36",France,STABLE
2024-02-16,WHEAT,"823,25","100,80",France,VOLATILE
2025-06-04,DATES,"2362,18","54,38",Germany,FALLING
2025-09-26,OLIVE_OIL,"3480,23","100,46",France,UNPREDICTABLE
2025-07-25,CITRUS_FRUITS,"1145,10","107,02",France,FALLING
2023-04-28,WHEAT,"709,17","152,77",Germany,VOLATILE
2025-04-10,OLIVE_OIL,"3959,00","189,72",France,RISING
2024-08-04,OLIVE_OIL,"3484,62","134,17",Germany,RISING
2025-05-01,CITRUS_FRUITS,"1365,12","97,52",France,RISING
2025-07-13,WHEAT,"855,06","77,90",Germany,VOLATILE
2025-10-31,CITRUS_FRUITS,"1445,37","73,69",France,UNPREDICTABLE
2025-06-27,OLIVE_OIL,"3133,95","148,72",France,VOLATILE
2024-06-19,CITRUS_FRUITS,"1280,68","128,44",Germany,STABLE
2025-07-28,OLIVE_OIL,"3348,14","184,66",Germany,STABLE
2024-09-06,DATES,"2434,25","124,97",Germany,RISING
2025-12-09,WHEAT,"885,18","90,87",Germany,STABLE
2024-04-08,WHEAT,"774,67","136,64",France,UNPREDICTABLE
2025-02-16,DATES,"2219,05","157,90",France,VOLATILE
2023-05-03,CITRUS_FRUITS,"1081,69","166,46",Germany,VOLATILE
2025-12-06,CITRUS_FRUITS,"1465,88","114,47",France,VOLATILE
2023-01-03,WHEAT,"888,52","157,48",France,STABLE
2024-03-01,WHEAT,"834,73","112,19",France,STABLE
2025-09-04,OLIVE_OIL,"3104,08","60,50",France,FALLING
2024-04-25,WHEAT,"793,67","127,07",Germany,STABLE
2025-11-17,CITRUS_FRUITS,"1350,74","62,63",France,UNPREDICTABLE
2023-09-09,DATES,"2377,09","150,49",France,RISING
2024-06-23,WHEAT,"828,66","68,02",Germany,RISING
2024-02-22,WHEAT,"829,64","129,34",France,VOLATILE
2023-03-14,WHEAT,"742,39","109,39",France,FALLING
2025-09-09,CITRUS_FRUITS,"1025,77","153,06",Germany,FALLING
2023-12-07,OLIVE_OIL,"3691,92","106,72",Germany,RISING
2024-09-07,OLIVE_OIL,"3309,35","72,26",Germany,VOLATILE
2023-01-02,DATES,"2142,72","126,54",France,STABLE
2023-12-09,DATES,"2782,62","171,65",Germany,RISING
2023-02-05,DATES,"2601,49","83,37",France,FALLING
2024-07-20,OLIVE_OIL,"3823,63","57,05",Germany,STABLE
2024-09-29,OLIVE_OIL,"3250,53","111,71",France,FALLING
